conversation_id,customer_message,gold_intent,predicted_intent,confidence,gold_escalation,predicted_decision,decision_reason,reply,retrieved_evidence
471577,@AmazonHelp Cnest en cours...,account_email_or_login,other_or_unclear,0.8746,AUTO-HANDLE,ESCALATE,Escalated because intent is other_or_unclear.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""2269095"", ""similarity"": 0.8119, ""customer_message"": ""@AmazonHelp En cours, merci !"", ""historical_response"": ""@660320 A votre service""}, {""conversation_id"": ""2939256"", ""similarity"": 0.6293, ""customer_message"": ""@AmazonHelp En cours de livraison"", ""historical_response"": ""@801075 Entendu :) Merci de nous tenir inform\u00e9 de la situation, nous restons \u00e0 votre disposition en cas de besoin. ^SA""}, {""conversation_id"": ""38140"", ""similarity"": 0.47, ""customer_message"": ""@AmazonHelp Bloqu\u00e9 a \""en cours de livraison\"" \u00e0 la date de hier !!"", ""historical_response"": ""@124282 Nous tenons \u00e0 regarder cela de plus pr\u00e8s et vous aidez. S\u2019il vous pla\u00eet contactez-nous ici: https://t.co/hgIrz98cdI ^BR""}]"
485387,"@AmazonHelp Recebi todos, Encontrada, Mindhunter, Percy Jackson e MT mais! vcs entregaram bem antes do prazo, vocês são fodas",refund_return_or_cancellation,other_or_unclear,0.7608,ESCALATE,ESCALATE,Escalated because intent is other_or_unclear.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""494894"", ""similarity"": 0.3658, ""customer_message"": ""@AmazonHelp Ah n\u00e3o chega a ser pra tanto, \u00e9 um pequeno defeito. Fico agradecida pelo atendimento maravilhoso de voc\u00eas e pela entrega bem antes do prazo"", ""historical_response"": ""@144458 De nada, Jhen. Conte conosco sempre que precisar \ud83d\ude0a Boa leitura! ^LG""}, {""conversation_id"": ""272176"", ""similarity"": 0.3403, ""customer_message"": ""@AmazonHelp Hoje! A entrega foi antes do prazo, est\u00e3o de parab\u00e9ns."", ""historical_response"": ""@180958 Obrigado! Nos esfor\u00e7amos por oferecer o melhor servi\u00e7o aos nossos clientes brasileiros. Abra\u00e7o! :3 ^CR""}, {""conversation_id"": ""537429"", ""similarity"": 0.308, ""customer_message"": ""@AmazonHelp Ontem kkk mas \u00e9 que sempre chega uns 3 dias antes do prazo.."", ""historical_response"": ""@244580 Entendi, Tielle. Sugerimos contatar diretamente com nosso Atendimento para conferir com mais detalhe o acontecido. Voc\u00ea contatar neste link: https://t.co/qGpkDwGRhX. ^LG""}]"
504978,@AmazonHelp Ainda não! Você me recomenda algum? 😊,refund_return_or_cancellation,other_or_unclear,0.8276,AUTO-HANDLE,ESCALATE,Escalated because intent is other_or_unclear.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""481681"", ""similarity"": 0.4996, ""customer_message"": ""@AmazonHelp Ainda n\u00e3o \ud83d\ude41 irei pegar a noite"", ""historical_response"": ""@229488 \ud83d\ude40 Que legal, July! Assim que tiver o seu Kindle, envie uma foto bem fofinha para n\u00f3s, combinado? \ud83d\ude4a ^LG""}, {""conversation_id"": ""485355"", ""similarity"": 0.4722, ""customer_message"": ""@AmazonHelp Ainda n\u00e3o, \u00e9 s\u00f3 pelo tel msm?"", ""historical_response"": ""@230471 Correto, Vy. Sugerimos contatar com nossos colegas do SAC neste link: https://t.co/qGpkDwGRhX. Pode contatar pela op\u00e7\u00e3o de telefone, e-maill ou bate-papo. ^LG""}, {""conversation_id"": ""637359"", ""similarity"": 0.3771, ""customer_message"": ""@AmazonHelp  https://t.co/sposAKq0uA"", ""historical_response"": ""@271123 Nossa! Todos s\u00e3o livros s\u00faper legais!\ud83d\ude00\u2764\ufe0f\ud83d\udcd6 Tem algum favortito?\ud83e\udd14 ^HC""}]"
526527,@AmazonHelp Yes I have.,prime_membership_or_benefits,other_or_unclear,0.941,AUTO-HANDLE,ESCALATE,Escalated because intent is other_or_unclear.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""1185015"", ""similarity"": 1.0, ""customer_message"": ""@AmazonHelp Yes I have"", ""historical_response"": ""@398642 We can take a look and troubleshoot this for you Jude. Just click the link and follow the prompts:  https://t.co/JzP7hlA23B ^EM""}, {""conversation_id"": ""2602911"", ""similarity"": 1.0, ""customer_message"": ""@AmazonHelp yes I have"", ""historical_response"": ""@736611 I'd like for my team to look into this. Please send us details here: https://t.co/Ft0RnpUfhW Thanks, Shaun! ^AB""}, {""conversation_id"": ""2585552"", ""similarity"": 1.0, ""customer_message"": ""@AmazonHelp Yes I have."", ""historical_response"": ""@732650 I'm sorry to hear this! Have you had a chance to reach out to us yet? If not, please do so by phone or chat here: https://t.co/EKXRLsF8B2 ^AC""}]"
547963,"@AmazonHelp es war amazonlogistics und in berlin, marzahn",account_email_or_login,other_or_unclear,0.765,AUTO-HANDLE,ESCALATE,Escalated because intent is other_or_unclear.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""703845"", ""similarity"": 0.3609, ""customer_message"": ""@AmazonHelp Es war eine 30 Tage Amazon Prime Werbung..........."", ""historical_response"": ""@288172 Es handelt sich bei der Aktion nicht um eine Kreditkarte. Solltest du keine derartige Werbung w\u00fcnschen, kannst du dies in deinen Kommnunikationseinstellungen hinterlegen: https://t.co/dgskwdwgfS ^BB""}, {""conversation_id"": ""2073904"", ""similarity"": 0.3556, ""customer_message"": ""@AmazonHelp .es"", ""historical_response"": ""@613386 Hi, sorry to hear that. Which site are you using? .uk, .us, .es? ^KK""}, {""conversation_id"": ""1911604"", ""similarity"": 0.2297, ""customer_message"": ""@AmazonHelp Es una pizarra blanca."", ""historical_response"": ""@569442 \u00a1Estupendo! Por favor comentanos en cuanto la recibas, que nos hemos quedado con inquietud. \ud83d\ude01\u231a\ufe0f ^AD https://t.co/UBDxGtb28r""}]"
568351,"@AmazonHelp Ya dont say? Yeah I know that. I'm talking about an order that shipped Thursday and was ""scheduled"" today and suddenly now it's Tuesday... not the first time either. Try again.",delivery_tracking,delivery_tracking,0.6767,AUTO-HANDLE,AUTO-HANDLE,Intent confidence 0.68 and best Knowledge similarity 0.25 meet the auto-handle thresholds.,Did you report this to our support team here:  ? ^AU,"[{""conversation_id"": ""527111"", ""similarity"": 0.252, ""customer_message"": ""@AmazonHelp Not the first time."", ""historical_response"": ""@242000 Did you report this to our support team here: https://t.co/vlvfJrlYEH ? ^AU""}, {""conversation_id"": ""456613"", ""similarity"": 0.155, ""customer_message"": ""@AmazonHelp Yeah now it says it will be delivered tomorrow. But it was scheduled to be here yesterday"", ""historical_response"": ""@223431 I understand your frustration and I hope this hasn't caused too much of an inconvenience. Please let us know if your order doesn't arrive by end of day tomorrow. We want to make sure you get it. ^CL""}, {""conversation_id"": ""2499210"", ""similarity"": 0.1428, ""customer_message"": ""@AmazonHelp I'm talking about AMZL US."", ""historical_response"": ""@713081 I'd like to have my team look into this for you. When you get a chance please provide us with some additional information: https://t.co/XAMlYM2wAI Thanks! ^SW""}]"
579070,"@AmazonHelp Already called Friday, Saturday and today… what’s going to happen by contacting now? Just keep getting palmed off!!",prime_membership_or_benefits,other_or_unclear,0.5811,ESCALATE,ESCALATE,Escalated because intent is other_or_unclear; intent confidence 0.58 is below 0.60; best Knowledge similarity 0.17 is below 0.20.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""863923"", ""similarity"": 0.1712, ""customer_message"": ""@AmazonHelp I already called it's being worked out thanks."", ""historical_response"": ""@325163 That's odd. We'd like to look into this in real time via phone or chat. Please reach us here: https://t.co/jzvkhdlrK5 ^BL""}, {""conversation_id"": ""2754592"", ""similarity"": 0.1572, ""customer_message"": ""@AmazonHelp great, sent email thanks"", ""historical_response"": ""@771016 I completely understand your concern, Mark! We'd like to take a closer look into this with you. Please reach out to us here: https://t.co/JzP7hlA23B. ^VB""}, {""conversation_id"": ""717174"", ""similarity"": 0.1496, ""customer_message"": ""@AmazonHelp That's what's going on https://t.co/AFf7lRoIJ1"", ""historical_response"": ""@291699 Oh no! I'm sorry about the trouble! Will you confirm the carrier for your order here: https://t.co/Y5jpI9gRhE ^HC""}]"
607381,@AmazonHelp Est il possible d'échanger en DM ? merci,delivery_tracking,other_or_unclear,0.8721,AUTO-HANDLE,ESCALATE,Escalated because intent is other_or_unclear.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""1467425"", ""similarity"": 0.3997, ""customer_message"": ""@AmazonHelp C'est fait en DM"", ""historical_response"": ""@460613 Bonsoir,\nPourriez-vous fournir plus de d\u00e9tails?\n^MD""}, {""conversation_id"": ""2025519"", ""similarity"": 0.2971, ""customer_message"": ""@AmazonHelp C'est bn merci"", ""historical_response"": ""@328341 Je vous en prie!""}, {""conversation_id"": ""1209452"", ""similarity"": 0.2889, ""customer_message"": ""@AmazonHelp je suis en dm! :) \n j'attends votre r\u00e9ponse"", ""historical_response"": ""@403921 Nous venons de r\u00e9pondre en DM :) ^SA""}]"
612701,"@AmazonHelp Se supone que me tenía que llegar  el día 15 de noviembre pero no me ha llegado nada. Contacté con el vendedor y me propusieron volver a enviarme el producto, pero no me han enviado nada como confirmación y encima me están mareando con la supuesta fecha de envío.",refund_return_or_cancellation,other_or_unclear,0.4993,AUTO-HANDLE,ESCALATE,Escalated because intent is other_or_unclear; intent confidence 0.50 is below 0.60.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""306929"", ""similarity"": 0.2704, ""customer_message"": ""@AmazonHelp no me ha llego nada \ud83d\ude05"", ""historical_response"": ""@189282 Hola Karmesite. Te hemos respondido por DM. ^JJ""}, {""conversation_id"": ""622349"", ""similarity"": 0.2696, ""customer_message"": ""@AmazonHelp He llamado y me han dicho que contacte con Amazon, ya que el problema ha debido ser un malentendido en mi direcci\u00f3n, \u00bfComo contacto con Amazon?"", ""historical_response"": ""@267724 Comprendemos. En este caso, te dejamos el siguiente enlace para que te sea m\u00e1s f\u00e1cil contactar: https://t.co/Hsi1Cq4XDw\nEsperamos que todo se resuelva. Saludos. ^ES""}, {""conversation_id"": ""1149641"", ""similarity"": 0.2578, ""customer_message"": ""@AmazonHelp Ya contact\u00e9 al vendedor desde el d\u00eda 17, y sigo sin tener respuesta de mi paquete esta es la obsecion por el cliente que tanto presumen"", ""historical_response"": ""@390536 (2/2) \u00bfpodr\u00edas confirmarnos si ya presentaste una reclamaci\u00f3n de la Garant\u00eda de la A a la Z? ^AZ""}]"
617064,@AmazonHelp I have already contacted you that day only. You ask me for 3 dyas and here i am with nothing. Not a call from you nor a message. You please check and send my product asap.,prime_membership_or_benefits,other_or_unclear,0.4692,ESCALATE,ESCALATE,Escalated because intent is other_or_unclear; intent confidence 0.47 is below 0.60.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""1127983"", ""similarity"": 0.2449, ""customer_message"": ""@AmazonHelp I have already contacted u"", ""historical_response"": ""@385934 Have you reported it to the support team here:  https://t.co/TxK11znixD (2/2) ^RS""}, {""conversation_id"": ""130333"", ""similarity"": 0.1633, ""customer_message"": ""@AmazonHelp But Sir please let me know when I will receive my product??? Am asking a simple question from past two days but I have no clue why no one is ready to give any replay on this.. Please revert me the exact date.. I am not asking more than this.."", ""historical_response"": ""@145395 I understand your concern about the delivery of your order. Please reply to the correspondence we've sent to your registered email id. We'll check your details and help you further accordingly. ^SV""}, {""conversation_id"": ""77546"", ""similarity"": 0.1575, ""customer_message"": ""@AmazonHelp I have contacted through email. Please check and revert."", ""historical_response"": ""@133277 Thank you for the head's up, Akshay. We'll check and get back to you with an update soon. ^SY""}]"
619195,@AmazonHelp Looks nice but think it's for the wrong model?,refund_return_or_cancellation,other_or_unclear,0.6253,ESCALATE,ESCALATE,Escalated because intent is other_or_unclear.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""2171044"", ""similarity"": 0.2788, ""customer_message"": ""@AmazonHelp Looks like it was americangoodies"", ""historical_response"": ""@133008 Try following these steps to post that review Rachel: https://t.co/58fERYcfu2 ^MA""}, {""conversation_id"": ""660433"", ""similarity"": 0.2695, ""customer_message"": ""@AmazonHelp @277314 Nice"", ""historical_response"": ""@277314 If you mean the price of FireStick, please refer here:https://t.co/k127uHWllD. ^HA""}, {""conversation_id"": ""1521802"", ""similarity"": 0.2404, ""customer_message"": ""@AmazonHelp Looks like UPS."", ""historical_response"": ""@472995 Thank you for confirming, J! Let's take a look into this order together by phone or chat here: https://t.co/hApLpMlfHN ^TG""}]"
646680,@AmazonHelp Eintragen des Gutscheins Codes also geht um eine Rücksendung,delivery_tracking,other_or_unclear,0.6552,AUTO-HANDLE,ESCALATE,Escalated because intent is other_or_unclear.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""1220940"", ""similarity"": 0.2972, ""customer_message"": ""@AmazonHelp Danke f\u00fcr die Erl\u00e4uterung. Sinnig."", ""historical_response"": ""@406478 Sehr gerne :) ^AN""}, {""conversation_id"": ""37582"", ""similarity"": 0.2178, ""customer_message"": ""@AmazonHelp Geht gerade nicht um eine aktuelle Lieferung von euch, hatte in der Vergangenheit nur schon 3 mal negative Erfahrung gemacht und gemeldet :)"", ""historical_response"": ""@124159 Entschuldige das Missverst\u00e4ndnis! ^MI""}, {""conversation_id"": ""2277889"", ""similarity"": 0.2091, ""customer_message"": ""@662389 @AmazonHelp @662388 Geht es hier um die Folie um die CD um sicherzustellen das ich die nicht kopiert habe oder geht es um die Folie um die Box. Wenn ich diese entferne aber die eingeschweisste CD nicht \u00f6ffne und alles zur\u00fccksende, m\u00fcsste es doch gehen"", ""historical_response"": ""@662388 Ja, es muss kein besonderes Siegel sein, es kann auch die Folie sein, wie z.B. auch bei Computerspielen oder DVDs. Gru\u00df ^MH""}]"
652121,@AmazonHelp Season 4 isn't,prime_membership_or_benefits,other_or_unclear,0.91,AUTO-HANDLE,ESCALATE,Escalated because intent is other_or_unclear.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""1394457"", ""similarity"": 0.5687, ""customer_message"": ""@AmazonHelp The latest season. Season 3 finale."", ""historical_response"": ""@444289 Could you let us which season are you referring to? ^HA""}, {""conversation_id"": ""2673449"", ""similarity"": 0.553, ""customer_message"": ""@AmazonHelp @752645 Season one completed???"", ""historical_response"": ""@752645 Thank you for your interest. We'll continue to add new content. Stay tuned to https://t.co/FYM9PIZOR8 for more updates. ^AS""}, {""conversation_id"": ""1818170"", ""similarity"": 0.4485, ""customer_message"": ""@AmazonHelp @546138 Please #SaveTheLastTycoon! We want a season 2!!!"", ""historical_response"": ""@546138 That's odd. I just checked the website and found it under Amazon Original series here: https://t.co/pOMdCEWCmw ^BH""}]"
657940,"@AmazonHelp Gracias. Ayer pude comunicarme con un agente quien después de MUCHOS intentos fallidos, fue el único capaz de darme una respuesta certera y buscar una solución para mí. Acabo de recibir mi pedido con 4 días de atraso a lo prometido.",delivery_tracking,other_or_unclear,0.6163,AUTO-HANDLE,ESCALATE,Escalated because intent is other_or_unclear.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""2830761"", ""similarity"": 0.2218, ""customer_message"": ""@AmazonHelp acabo de contactar con un agente a trav\u00e9s de la web de amazon y han  verificado el problema... la soluci\u00f3n: esperar de 2 a 3 d\u00edas a que me  llegue a la direcci\u00f3n correcta \ud83d\udc4e\nSuerte que ma\u00f1ana no es Navidad o Reyes"", ""historical_response"": ""@788238 Hola, Fernando. Lamentamos los inconvenientes. Por favor mantennos informados en caso de que el pedido no sea entregado el d\u00eda de hoy. \nUn saludo, \n^DB""}, {""conversation_id"": ""435641"", ""similarity"": 0.2089, ""customer_message"": ""@AmazonHelp @AmazonHelp acabo de recibir mi pedido de mano de @130687. Todo perfecto, inmejorable. Por cierto de @137605 nada se supo. https://t.co/UFr4FrotQJ"", ""historical_response"": ""@216207 \u00a1Excelente Sr_Vega! \u00a1Por favor av\u00edsanos cuando llegue tu pedido! ^JJ""}, {""conversation_id"": ""2857278"", ""similarity"": 0.2081, ""customer_message"": ""@AmazonHelp Pues ten\u00eda. Lleg\u00f3 con 5 d\u00edas de retraso"", ""historical_response"": ""@794124 Sentimos el inconveniente con el atraso. Recuerda que puedes reportar lo que indicas con Soporte al Cliente. ^DA""}]"
665465,@AmazonHelp I haven't received anything,refund_return_or_cancellation,delivery_delay,0.9834,ESCALATE,AUTO-HANDLE,Intent confidence 0.98 and best Knowledge similarity 0.63 meet the auto-handle thresholds.,"I'm sorry about that, write to us here:  &amp; we'll be glad to help you with available options. ^MJ","[{""conversation_id"": ""231454"", ""similarity"": 0.6276, ""customer_message"": ""@AmazonHelp Haven't received any"", ""historical_response"": ""@171125 I'm sorry about that, write to us here: https://t.co/GIJyeYqKE0 &amp; we'll be glad to help you with available options. ^MJ""}, {""conversation_id"": ""51591"", ""similarity"": 0.5939, ""customer_message"": ""@AmazonHelp Still no book \ud83d\ude14 https://t.co/5MSDjN3MPa"", ""historical_response"": ""@127580 I'm sorry you haven't received your book yet, we appreciate your patience. Have you received any e-mail updates? ^EB""}, {""conversation_id"": ""9785"", ""similarity"": 0.497, ""customer_message"": ""@AmazonHelp Haven\u2019t received that email"", ""historical_response"": ""@117791 We've emailed you in response to the details you shared earlier. Please reply on the same for further assistance. 1/2 ^MK""}]"
671726,"@AmazonHelp Already did that last night, still no response.
Also, 1st number of delivery boy remain switched off whole day and today number was updated and when i called that number someone else answered that call. Please look into this and get my 5T delivered today.",delivery_tracking,delivery_delay,0.973,AUTO-HANDLE,AUTO-HANDLE,Intent confidence 0.97 and best Knowledge similarity 0.24 meet the auto-handle thresholds.,We are right on it! Thank's for the feedback. I will definitely pass this internally. ^PR,"[{""conversation_id"": ""834844"", ""similarity"": 0.2394, ""customer_message"": ""@AmazonHelp I already did that"", ""historical_response"": ""@318598 We are right on it! Thank's for the feedback. I will definitely pass this internally. ^PR""}, {""conversation_id"": ""1246888"", ""similarity"": 0.2008, ""customer_message"": ""@AmazonHelp I went through that link and called that number twice"", ""historical_response"": ""@411681 Please provide us with as much information as possible here:https://t.co/YsH0PVYGV7 and we will reach out to you! 2/2 ^SA""}, {""conversation_id"": ""1742626"", ""similarity"": 0.1931, ""customer_message"": ""@AmazonHelp Not satisfied with delivery services"", ""historical_response"": ""@525669 Please fill in your details using the link: https://t.co/JzRdscmdH9 and I'll get in touch with you soon. ^AK (2/2)""}]"
676961,@AmazonHelp 丁寧な対応を、ありがとうございます。😄,account_email_or_login,other_or_unclear,0.9818,ESCALATE,ESCALATE,Escalated because intent is other_or_unclear.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""1428912"", ""similarity"": 1.0, ""customer_message"": ""@AmazonHelp \u305d\u3046\u306a\u306e\u3067\u3059\u304b\u3002\u3042\u308a\u304c\u3068\u3046\u3054\u3056\u3044\u307e\u3059\u3002"", ""historical_response"": ""@451900 \u6050\u308c\u5165\u308a\u307e\u3059\u3001\u3069\u3046\u305e\u3088\u308d\u3057\u304f\u304a\u9858\u3044\u3044\u305f\u3057\u307e\u3059\u3002\u30ea\u30d7\u30e9\u30a4\u3042\u308a\u304c\u3068\u3046\u3054\u3056\u3044\u307e\u3057\u305f\u3002\u3000SM""}, {""conversation_id"": ""276120"", ""similarity"": 1.0, ""customer_message"": ""@AmazonHelp \u5dfb\u304d\u8fbc\u307f\u30ea\u30d7\u30e9\u30a4\u5931\u793c\u3057\u307e\u3057\u305f\uff01\uff01\u3042\u308a\u304c\u3068\u3046\u3054\u3056\u3044\u307e\u3059\uff01"", ""historical_response"": ""@181963 \u5dfb\u304d\u8fbc\u307f\u30ea\u30d7\u307e\u3063\u305f\u304f\u554f\u984c\u306a\u3044\u3067\u3059\u263a\ufe0fAmazon\u3092\u307f\u3066\u304f\u308c\u3066\u3044\u308b\u3093\u3060\u306a\u30fc\u3068\u3046\u308c\u3057\u304f\u306a\u3063\u3066\u3064\u3044\u30ea\u30d7\u30e9\u30a4\u3057\u3066\u3057\u307e\u3044\u307e\u3057\u305f\uff01\u3073\u3063\u304f\u308a\u3055\u305b\u3066\u3057\u307e\u3044\u307e\u3057\u3066\u5931\u793c\u3057\u307e\u3057\u305f\u3002\u3054\u3086\u308b\u308a\u3068\u304a\u63a2\u3057\u304f\u3060\u3055\u3044\ud83d\udc95 SK""}, {""conversation_id"": ""1328387"", ""similarity"": 1.0, ""customer_message"": ""@AmazonHelp \u308f\u3056\u308f\u3056\u3054\u8fd4\u4fe1\u3057\u3066\u3044\u305f\u3060\u304d\u6050\u7e2e\u3067\u3059\u3002\u51fa\u54c1\u8005\u306e\u65b9\u306b\u306f\u4e00\u5ea6\u554f\u3044\u5408\u308f\u305b\u6e08\u307f\u3067\u3059\u3002\u6d77\u5916\u304b\u3089\u306e\u767a\u9001\u3068\u3044\u3046\u3053\u3068\u306a\u306e\u3067\u3082\u3046\u5c11\u3057\u6c17\u9577\u306b\u5f85\u3063\u3066\u307f\u307e\u3059\u3002\u3042\u308a\u304c\u3068\u3046\u3054\u3056\u3044\u307e\u3059\u3002"", ""historical_response"": ""@429914 \u6050\u308c\u5165\u308a\u307e\u3059\u3002\u51fa\u54c1\u8005\u304b\u3089\u306e\u8fd4\u7b54\u3092\u304a\u5f85\u3061\u304f\u3060\u3055\u3044\u3002\u307e\u305f\u3001\u3054\u4e0d\u660e\u306a\u70b9\u304c\u3042\u308a\u307e\u3057\u305f\u3089\u3001\u3054\u9060\u616e\u306a\u304f\u304a\u554f\u3044\u5408\u308f\u305b\u304f\u3060\u3055\u3044\u3002 EK""}]"
686674,@AmazonHelp Que ponía que mi paquete llegaba antes de las 9 de la mañana y no ha llegado aún :(,refund_return_or_cancellation,other_or_unclear,0.6803,AUTO-HANDLE,ESCALATE,Escalated because intent is other_or_unclear.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""2956959"", ""similarity"": 0.3342, ""customer_message"": ""@AmazonHelp @9474 No he contactado con ellos y me tendr\u00eda que haber llegado antes de las 21:00 y no ha llegado. Me han dicho que hab\u00eda una direcci\u00f3n incorrecta y al momento ponia que segu\u00eda en reparto. Gracias"", ""historical_response"": ""@816239 Entiendo, por favor contacta al transportista a trav\u00e9s de este enlace: https://t.co/meqnr4QIaC para que te brinden m\u00e1s informaciones. ^MB""}, {""conversation_id"": ""231583"", ""similarity"": 0.3188, ""customer_message"": ""@AmazonHelp El transportista me ha dicho que m\u00ednimo me llega sobre las 3-4 de la tarde.\n\nEn vuestro informe me dec\u00eda que antes de las 9 de la ma\u00f1ana. :("", ""historical_response"": ""@159165 Puedes reportar lo sucedido con nuestros agentes de Soporte al Cliente mediante este enlace: https://t.co/OjvUxwnzPe ^AZ""}, {""conversation_id"": ""2241959"", ""similarity"": 0.2796, ""customer_message"": ""@AmazonHelp No os preocup\u00e9is, no es de vida o muerte, lo \u00fanico es que el filtro \u201choy\u201d ha de hilar m\u00e1s fino. Descansad y disfrutad del finde!"", ""historical_response"": ""@653643 Muchas gracias, Antonio. No dudes en ponerte en contacto con nosotros si necesitas ayuda. Estamos ac\u00e1 para lo que necesites.  \u00a1Que est\u00e9s bien! \ud83d\ude42\n^FQ""}]"
728333,"@AmazonHelp It was sold by &amp; being fulfilled by Amazon. Looks like they will try to deliver today, as they were meant to",delivery_tracking,other_or_unclear,0.4531,AUTO-HANDLE,ESCALATE,Escalated because intent is other_or_unclear; intent confidence 0.45 is below 0.60.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""559847"", ""similarity"": 0.4194, ""customer_message"": ""@AmazonHelp It was sold by Amazon."", ""historical_response"": ""@239963 Thanks for confirming! Please reach us by phone here: https://t.co/hApLpMlfHN, so we can look at available options with you. ^JM""}, {""conversation_id"": ""2308295"", ""similarity"": 0.4194, ""customer_message"": ""@AmazonHelp It was sold by Amazon"", ""historical_response"": ""@595510 Have you had a chance to checkout additional return/replacement options here: https://t.co/vGAY9kVXFm ^ML""}, {""conversation_id"": ""469439"", ""similarity"": 0.3849, ""customer_message"": ""@AmazonHelp Sold by Trtl fulfilled by Amazon"", ""historical_response"": ""@226618 I'm sorry for the delay! We strive to meet the delivery date provided in your order confirmation, but one rare occasions, unexpected delays may occur. Please keep us posted if you haven't received your order by Sunday. We want to ensure your order is received! ^BN""}]"
729876,@AmazonHelp That link is telling me that I can't sign into the account. Do you have another link?,prime_membership_or_benefits,account_email_or_login,0.9955,AUTO-HANDLE,AUTO-HANDLE,Intent confidence 1.00 and best Knowledge similarity 0.21 meet the auto-handle thresholds.,I'm sorry for the inconvenience. We'd like to talk a closer look into this. Please contact us here:  ^KB,"[{""conversation_id"": ""1860962"", ""similarity"": 0.2121, ""customer_message"": ""@AmazonHelp That link is just a promotional link for Prime Now. There is no contact option"", ""historical_response"": ""@193846 I'm sorry for the inconvenience. We'd like to talk a closer look into this. Please contact us here: https://t.co/InFOXhDVGK ^KB""}, {""conversation_id"": ""2388855"", ""similarity"": 0.2063, ""customer_message"": ""@AmazonHelp Hi, the link says I haven't places any orders - do you have another link please?"", ""historical_response"": ""@321278 Apologies Mina, it appears you were given the https://t.co/nUUp5MLhYl contact us link, here is the UK one for you: https://t.co/JzP7hlA23B ^KI""}, {""conversation_id"": ""1383841"", ""similarity"": 0.2049, ""customer_message"": ""@AmazonHelp Thank you I have found it and sent off more information"", ""historical_response"": ""@442050 Perfect, thanks Dave! We will be in touch directly once we receive and review the form. ^NV""}]"
758409,@AmazonHelp Ainda tô admirando o brinde 💙💙💙,refund_return_or_cancellation,other_or_unclear,0.8265,AUTO-HANDLE,ESCALATE,Escalated because intent is other_or_unclear.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""481681"", ""similarity"": 0.4804, ""customer_message"": ""@AmazonHelp Ainda n\u00e3o \ud83d\ude41 irei pegar a noite"", ""historical_response"": ""@229488 \ud83d\ude40 Que legal, July! Assim que tiver o seu Kindle, envie uma foto bem fofinha para n\u00f3s, combinado? \ud83d\ude4a ^LG""}, {""conversation_id"": ""485355"", ""similarity"": 0.4541, ""customer_message"": ""@AmazonHelp Ainda n\u00e3o, \u00e9 s\u00f3 pelo tel msm?"", ""historical_response"": ""@230471 Correto, Vy. Sugerimos contatar com nossos colegas do SAC neste link: https://t.co/qGpkDwGRhX. Pode contatar pela op\u00e7\u00e3o de telefone, e-maill ou bate-papo. ^LG""}, {""conversation_id"": ""637359"", ""similarity"": 0.3754, ""customer_message"": ""@AmazonHelp  https://t.co/sposAKq0uA"", ""historical_response"": ""@271123 Nossa! Todos s\u00e3o livros s\u00faper legais!\ud83d\ude00\u2764\ufe0f\ud83d\udcd6 Tem algum favortito?\ud83e\udd14 ^HC""}]"
75976,@AmazonHelp Sure! It's co.uk,prime_membership_or_benefits,other_or_unclear,0.8979,AUTO-HANDLE,ESCALATE,Escalated because intent is other_or_unclear.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""474280"", ""similarity"": 0.5424, ""customer_message"": ""@AmazonHelp Sure!"", ""historical_response"": ""@227888 Let's look into this in real time. Please call or chat with us here: https://t.co/WYgoKlSI5G ^BA""}, {""conversation_id"": ""2230037"", ""similarity"": 0.5424, ""customer_message"": ""@AmazonHelp Sure."", ""historical_response"": ""@650797 Looks like you had an unpleasant experience with us and I'm sorry about it. Please tell us more about the issue so we can assist accordingly. ^MP""}, {""conversation_id"": ""1304647"", ""similarity"": 0.5424, ""customer_message"": ""@AmazonHelp sure"", ""historical_response"": ""@206652 Appreciate your understanding. Do keep us posted for any further assistance. ^MK""}]"
